Actor_ID,Name,Birth_Year,Death_Year,Primary_Profession
1199,Eddie Marsan,1968,,"actor,soundtrack,archive_footage"
1200,Bill Tung,1933,2006,"actor,miscellaneous,archive_footage"
1201,Gwyneth Paltrow,1972,,"actress,producer,director"
1202,Dafne Keen,2005,,"actress,archive_footage"
1203,Honor Blackman,1925,2020,"actress,soundtrack,archive_footage"
1204,Connie Nielsen,,,actress
1205,Kang Hye-jung,,,
1206,Reni Santoni,1938,2020,"actor,miscellaneous,sound_department"
1207,Sela Ward,1956,,"actress,producer,archive_footage"
1208,Patrick McGoohan,1928,2009,"actor,producer,director"
1209,Samantha Morton,,,"writer,producer"
1210,Mark Ruffalo,1967,,"actor,producer,writer"
1211,Chris Cooper,,,writer
1212,Siu-wong Fan,,,
1213,Joan Allen,,,miscellaneous
1214,John Pankow,1955,,"actor,archive_footage"
1215,Aaron Eckhart,1968,,"actor,producer,soundtrack"
1216,Jordana Brewster,1980,,"actress,archive_footage"
1217,Ed Harris,,,"visual_effects,producer,director"
1218,Ronny Cox,,,sound_department
1219,Jim Kelly,,,writer
1220,Dan Hedaya,1940,,"actor,soundtrack,archive_footage"
1221,Michael Biehn,1956,,"actor,producer,director"
1222,Alfie Allen,,,actor
1223,Zhang Ziyi,,,
1224,Jesse Ventura,,,cinematographer
1225,Carrie-Anne Moss,1967,,"actress,producer,archive_footage"
1226,Edward Furlong,1977,,"actor,producer,soundtrack"
1227,Nicholas Hoult,1989,,"actor,producer,executive"
1228,Ashley Laurence,,,writer
1229,Saul Stein,,,writer
1230,David Dorfman,,,"writer,producer,soundtrack"
1231,Powers Boothe,1948,2017,"actor,soundtrack,archive_footage"
1232,James Gandhi,,,"actor,script_department,producer"
1233,Xander Berkeley,1955,,"actor,producer,make_up_department"
1234,Katee Sackhoff,,,director
1235,Robert Beltran,,,"actor,miscellaneous"
1236,Dianne Wiest,1946,,"actress,soundtrack,archive_footage"
1237,Lia McHugh,2005,,"actress,soundtrack"
1238,Kristina Pesic,,,actress
1239,Alexander DiPersia,,,"actor,writer,soundtrack"
1240,Wendy Glenn,,,"actress,art_department,miscellaneous"
1241,Sonja Smits,1958,,"actress,archive_footage"
1242,Shin Ha-kyun,1974,,"actor,manager,archive_footage"
1243,Heidi von Palleske,1959,,"actress,writer,casting_director"
1244,Mary McCormack,,,actress
1245,Moon Geun-young,1987,,"actress,soundtrack"
1246,Lulu Wilson,,,"editor,producer"
1247,Brett Cullen,,,"camera_department,cinematographer,art_department"
1248,Mary Woronov,1943,,"actress,writer,director"
1249,Alakina Mann,1990,,actress
1250,Finn Carter,1960,,actress
1251,Amber Armstrong,,,"actress,writer,director"
1252,Kris Lemche,1978,,"actor,producer,archive_footage"
1253,Charles Durning,,,actor
1254,Susie Porter,,,art_department
1255,Richard Long,,,writer
1256,Beatrice Straight,1914,2001,"actress,archive_footage"
1257,T.K. Carter,1956,,"actor,producer,miscellaneous"
1258,Elizabeth Moody,,,legal
1259,Lexy Kolker,2009,,"actress,soundtrack"
1260,Alex Reid,,,writer
1261,Ed Oxenbould,2001,,"actor,archive_footage"
1262,Griffin Dunne,1955,,"actor,director,producer"
1263,Kyliegh Curran,2005,,actress
1264,David Warner,,,writer
1265,Martin Donovan,,,sound_department
1266,Morfydd Clark,1989,,"actress,soundtrack,archive_footage"
1267,Michiel Huisman,1981,,"actor,soundtrack,archive_footage"
1268,Stephen Curry,,,writer
1269,Joshua Leonard,,,editor
1270,Alice Lowe,,,costume_department
1271,Andrzej Grabowski,,,"writer,actor,soundtrack"
1272,Roddy McDowall,1928,1998,"actor,producer,director"
1273,Britt Ekland,1942,,"actress,director,writer"
1274,Lili Taylor,,,script_department
1275,Frances Sternhagen,1930,2023,"actress,miscellaneous,soundtrack"
1276,Michael Gwynne,,,actor
1277,Tommy Chong,,,writer
1278,Andi Matichak,1994,,"actress,producer,writer"
1279,Alex Esmail,,,actor
1280,Allen Joseph,,,
1281,Federico Luppi,1934,2017,"actor,director,archive_footage"
1282,Glen-Paul Waru,,,actor
1283,Norman Kerry,1894,1956,"actor,archive_footage"
1284,Gaylen Ross,1950,,"director,producer,writer"
1285,Callie Hernandez,,,actress
1286,Barbara Crampton,1958,,"actress,producer,executive"
1287,Carmen Ejogo,1973,,"actress,producer,soundtrack"
1288,Danny Lloyd,,,stunts
1289,John Getz,,,transportation_department
1290,Heather Langenkamp,1964,,"actress,writer,producer"
1291,Park Hae-il,1977,,actor
1292,Joan Bennett,,,"miscellaneous,script_department"
1293,Laura Waddell,,,actress
1294,Leonard Nimoy,1931,2015,"actor,director,producer"
1295,Rabah Nait Oufella,1992,,"actor,composer,soundtrack"
1296,Betsy Baker,,,visual_effects
1297,Alia Shawkat,1989,,"actress,producer,director"
1298,William Jackson Harper,1980,,"actor,producer,soundtrack"
1299,Phyllis Kirk,1927,2006,"actress,soundtrack,archive_footage"
1300,Marshall Manesh,1950,,"actor,producer"
1301,Mark O'Brien,,,transportation_department
1302,Tom Conway,,,sound_department
1303,Suzanne Pleshette,1937,2008,"actress,soundtrack,archive_footage"
1304,Bobby Naderi,1984,,"actor,producer,director"
1305,Emma Louise Webb,,,actress
1306,Anna Hutchison,,,miscellaneous
1307,Ian Hendry,,,sound_department
1308,Ruth Gordon,,,miscellaneous
1309,Henry Travers,1937,2006,"transportation_department,actor,camera_department"
1310,Karl Hardman,1927,2007,"actor,producer,make_up_department"
1311,Daniel Zovatto,1991,,actor
1312,Alex Wolff,,,sound_department
1313,Valeriia Karaman,1996,,actress
1314,Mae Clarke,,,actress
1315,Noah Wiseman,,,miscellaneous
1316,Millicent Simmonds,2003,,"actress,producer,archive_footage"
1317,John Hurt,1940,2017,"actor,soundtrack,archive_footage"
1318,Elisabeth Moss,,,actress
1319,Vera Miles,1929,,"actress,soundtrack,archive_footage"
1320,Taissa Farmiga,1994,,"actress,producer,soundtrack"
1321,Paula Patton,1975,,"actress,producer,miscellaneous"
1322,Mick Jagger,1943,,"music_artist,composer,producer"
1323,Delroy Lindo,1952,,"actor,producer,soundtrack"
1324,Jeffrey Donovan,1968,,"actor,producer,director"
1325,Marion Cotillard,1975,,"actress,producer,director"
1326,Denis Leary,1957,,"writer,actor,producer"
1327,Ving Rhames,1959,,"actor,producer,writer"
1328,Nick Moran,,,miscellaneous
1329,Tory Kittles,,,
1330,Don Rickles,1926,2017,"actor,writer,soundtrack"
1331,Richard Lintern,1962,,"actor,archive_footage"
1332,Andy Garcia,,,"visual_effects,animation_department"
1333,Evangeline Lilly,1979,,"actress,soundtrack,archive_footage"
1334,Alan Tudyk,1971,,"actor,producer,writer"
1335,Robert Musgrave,,,"actor,miscellaneous"
1336,Ben Johnson,,,"writer,producer"
1337,Robert Forster,,,"producer,camera_department,cinematographer"
1338,Ian McShane,,,miscellaneous
1339,Carla Gugino,1971,,"actress,producer,soundtrack"
1340,Michael J. Pollard,1939,2019,"actor,soundtrack,archive_footage"
1341,Chazz Palminteri,1952,,"actor,writer,producer"
1342,Jared Abrahamson,,,art_department
1343,Robert Wagner,,1929,actor
1344,Robert Ryan,,,"writer,producer"
1345,Michelle Rodriguez,,,stunts
1346,Michael Madsen,,,miscellaneous
1347,Jon Hamm,,,"producer,executive"
1348,Farrah Mackenzie,2005,,"actress,soundtrack"
1349,Willie Nelson,,,miscellaneous
1350,Jessie Royce Landis,1896,1972,"actress,archive_footage"
1351,Patrick Renna,1979,,"actor,producer,archive_footage"
1352,Rob Brown,,,"writer,producer"
1353,Maud Adams,1945,,"actress,director,archive_footage"
1354,James B. Sikking,,,
1355,Quinton Aaron,1984,,"actor,producer,writer"
1356,Taraji P. Henson,1970,,"actress,producer,director"
1357,Cheech Marin,1946,,"actor,writer,producer"
1358,Will Arnett,1970,,"actor,producer,writer"
1359,Donald Adeosun Faison,,,
1360,Malik Yoba,,,
1361,Rosie Perez,,,actress
1362,Charles S. Dutton,1951,,"actor,producer,director"
1363,Ed Lauter,1938,2013,"actor,archive_footage"
1364,Milla Jovovich,,,archive_footage
1365,Antonio Tarver,1968,,"actor,archive_footage"
1366,Noah Emmerich,1965,,"actor,director"
1367,Tony Kgoroge,,,"actor,director"
1368,Corbin Bernsen,1954,,"actor,producer,writer"
1369,Alison Pill,1985,,"actress,soundtrack,archive_footage"
1370,Morgan Saylor,1994,,actress
1371,Diane Ladd,1935,,"actress,producer,director"
1372,Lindsay Crouse,,,"producer,miscellaneous"
1373,Renee Zellweger,,,
1374,Maisie Williams,,,actress
1375,Nicole Beharie,1985,,"actress,soundtrack,archive_footage"
1376,Jo Hartley,1972,,"actress,casting_department,producer"
1377,Janina Gavankar,1980,,"actress,director,producer"
1378,Owen Teale,1961,,"actor,archive_footage"
1379,Richard Hawking,,,
1380,Olivia Wilde,,,writer
1381,Vic Morrow,1929,1982,"actor,director,writer"
1382,George C. Scott,1927,1999,"actor,director,producer"
1383,Burgess Meredith,,,composer
1384,Joe Pesci,1943,,"actor,soundtrack,archive_footage"
1385,Tim Robbins,,,visual_effects
1386,Sanni McCandless,1992,,actress
1387,Allison Janney,1959,,"actress,producer,music_department"
1388,Rachel Hurd-Wood,1990,,"actress,archive_footage"
1389,Sandahl Bergman,1951,,"actress,miscellaneous,soundtrack"
1390,Michael Angarano,1987,,"actor,director,writer"
1391,Michelle Pfeiffer,1958,,"actress,producer,soundtrack"
1392,Verne Troyer,1969,2018,"actor,stunts,director"
1393,Judi Bowker,1954,,"actress,soundtrack"
1394,William Moseley,,,"producer,miscellaneous,actor"
1395,Richard Armitage,,,"writer,music_department"
1396,David Buck,,,camera_department
1397,Helen Mirren,,,"director,writer,producer"
1398,Ralph Richardson,,,writer
1399,Ramona Saunders,,,
1400,Mary-Louise Parker,1964,,"actress,producer,miscellaneous"
1401,Rhea Perlman,1948,,"actress,producer,writer"
1402,David Kelly,,,writer
1403,Zooey Deschanel,1980,,"actress,producer,music_department"
1404,Penelope Wilton,1946,,"actress,archive_footage"
1405,Richard Madden,,,"cinematographer,camera_department"
1406,Jasen Fisher,1980,,"actor,soundtrack,archive_footage"
1407,Dan Fogler,1976,,"actor,director,writer"
1408,Sarah Polley,,,art_department
1409,James Marsden,,,"writer,sound_department"
1410,Glynis Johns,,,
1411,Ben Whishaw,1980,,"actor,producer,music_department"
1412,Liv Tyler,1977,,"actress,producer,soundtrack"
1413,Joan Cusack,1962,,"actress,writer,soundtrack"
1414,Alexander Gould,1994,,"actor,archive_footage"
1415,America Ferrera,1984,,"actress,producer,director"
1416,Richard Kind,1956,,"actor,writer,soundtrack"
1417,Shakira,,,miscellaneous
1418,Jordan Nagai,2000,,"actor,music_department,archive_footage"
1419,Annie Potts,,,
1420,Benjamin Bratt,,,"visual_effects,miscellaneous"
1421,Lou Romano,1972,,"art_department,actor,animation_department"
1422,Mary Gibbs,,,sound_department
1423,Phylicia Rashad,1948,,"actress,producer,soundtrack"
1424,Rachel House,,,
1425,Ed O'Neill,,,miscellaneous
1426,Sarah Vowell,1969,,"actress,writer,miscellaneous"
1427,Izaac Wang,2007,,actor
1428,Jonathan Groff,,,"writer,producer,actor"
1429,T.J. Miller,,,editor
1430,Donna Murphy,,,producer
1431,Susie Essman,1955,,"actress,writer,producer"
1432,Julia Louis-Dreyfus,1961,,"actress,producer,writer"
1433,Mariel Sheets,2005,,"actress,miscellaneous"
1434,Jack McBrayer,1973,,"actor,producer,writer"
1435,Nick Kroll,1978,,"actor,writer,producer"
1436,Tenzing Norgay Trainor,2001,,"actor,soundtrack"
1437,Russell Brand,,,actor
1438,Ariel Winter,1998,,"actress,music_department,producer"
1439,David Schwimmer,,,actor
1440,Maleah Padilla,,,
1441,Zendaya,1996,,"actress,producer,sound_department"
1442,Mitchel Musso,1991,,"actor,music_department,writer"
1443,Jude Law,1972,,"actor,producer,director"
1444,Tom McGrath,,,writer
1445,Leslie Jones,,,script_department
1446,Jemaine Clement,1974,,"actor,writer,producer"
1447,Seth MacFarlane,1973,,"writer,producer,music_department"
1448,Armie Hammer,1986,,"actor,producer,archive_footage"
1449,Tom Selleck,1945,,"actor,producer,writer"
1450,Kelsey Grammer,1955,,"producer,actor,music_department"
1451,Amanda Seyfried,,,actress
1452,Ossie Davis,1917,2005,"actor,writer,director"
1453,Selena Gomez,,,actress
1454,Daniel Studi,1976,,actor
1455,Jeffrey Dean Morgan,1966,,"actor,producer,soundtrack"
1456,Stephen Rea,,,art_department
1457,Lance Henriksen,1940,,"actor,producer,miscellaneous"
1458,Wes Studi,1947,,"actor,producer,director"
1459,Mary Steenburgen,1953,,"actress,producer,music_department"
1460,Ashley Zukerman,1983,,actor
1461,Lucy Liu,,,visual_effects
1462,David Dencik,1974,,"actor,producer,miscellaneous"
1463,Domhnall Gleeson,1983,,"actor,writer,director"
1464,Carrie Snodgress,1945,2004,"actress,archive_footage"
1465,Kim Darby,,,"art_director,art_department"
1466,Michael Callan,,,writer
1467,Ben Mendelsohn,,,producer
1468,Stefan Gierasch,1926,2014,actor
1469,Marianna Hill,,,camera_department
1470,Gil Birmingham,1953,,"actor,miscellaneous,archive_footage"
1471,Chief Dan George,1899,1981,"actor,soundtrack,archive_footage"
1472,Tremayne Doolan,,,actor
1473,Montgomery Clift,1920,1966,"actor,writer,stunts"
1474,James Dean,,,writer
1475,Katy Jurado,1924,2002,"actress,archive_footage"
1476,Sessue Hayakawa,1886,1973,"actor,producer,director"
1477,Hugh Marlowe,,,script_department
1478,Dana Andrews,,,sound_department
1479,Leslie Nielsen,,,"actress,composer"
1480,Tom Sizemore,,,actor
1481,Jake McDorman,1986,,"actor,producer,soundtrack"
1482,Jeremy Irvine,,,camera_department
1483,Eric Bana,1968,,"actor,writer,producer"
1484,Armand Assante,1949,,"actor,producer,stunts"
1485,Cherry Jones,,,producer
1486,Tim Blake Nelson,1964,,"actor,director,writer"
1487,Lou Diamond Phillips,1962,,"actor,director,writer"
1488,Vladimir Chuprikov,1964,2020,actor
1489,France Nuyen,,,actress
1490,Anne Heche,1969,2022,"actress,producer,writer"
1491,Ron Leibman,1937,2019,"actor,writer,soundtrack"
1492,Levy Easterly,,,actor
1493,Michaela Watkins,1971,,"actress,writer,producer"
1494,Pat Healy,,,miscellaneous
1495,Nick Searcy,,,
1496,David Strathairn,1949,,"actor,producer,miscellaneous"
1497,Alessandro Nivola,1972,,"actor,producer,soundtrack"
1498,David James,,,"writer,producer"
1499,Borys Szyc,1978,,"actor,producer,soundtrack"
1500,Noah Jupe,2005,,"actor,soundtrack,archive_footage"
1501,Karren Karagulian,,,"actor,writer,producer"
1502,Barry Shabaka Henley,1954,,"actor,producer,soundtrack"
1503,Paul Raci,1948,,"actor,writer,producer"
1504,Corey Feldman,1971,,"actor,producer,director"
1505,Vincent D'Onofrio,1959,,"actor,producer,director"
1506,Lesley Manville,1956,,"actress,producer,soundtrack"
1507,Andrea Riseborough,1981,,"actress,producer,soundtrack"
1508,Opeyemi Fagbohungbe,,,
1509,Julia Fox,,,producer
1510,Jack Lowden,,,music_department
1511,Michael Trucco,1970,,"actor,director,archive_footage"
1512,Asa Butterfield,1997,,"actor,archive_footage"
1513,Jermaine Fowler,,,
1514,Yaphet Kotto,1939,2021,"actor,writer,director"
1515,Peter Sarsgaard,1971,,"actor,producer,archive_footage"
1516,Azhy Robertson,,,"actor,archive_footage"
1517,Marco Graf,,,"actor,soundtrack"
1518,Jason Mitchell,,,stunts
1519,Magdy Ashour,,,
1520,Edmund Purdom,1924,2009,"actor,miscellaneous,director"
1521,Neil Affleck,,,director
1522,Ruby Modine,1990,,"actress,music_artist,producer"
1523,Alex Vincent,,,"director,cinematographer,producer"
1524,Harry Crosby,,,archive_footage
1525,Elli Medeiros,1956,,"actress,composer,writer"
1526,Erni Mangold,1927,,"actress,archive_footage"
1527,J.D. Cannon,1922,2005,"actor,soundtrack,archive_footage"
1528,Jeff Kober,,,actor
1529,Judith Anderson,,,miscellaneous
1530,Donald O'Connor,1925,2003,"actor,director,producer"
1531,Edward Everett Horton,1886,1970,"actor,soundtrack,archive_footage"
1532,Danny R. McBride,,,
1533,Sharon Horgan,1970,,"actress,producer,writer"
1534,Kathryn Newton,,,"art_department,miscellaneous"
1535,Harvey Fierstein,1954,,"actor,writer,soundtrack"
1536,Adam DeVine,,,
1537,Kayvan Novak,1978,,"actor,writer,director"
1538,John Heard,,,"editor,script_department,sound_department"
1539,Marguerite Moreau,1977,,"actress,producer,writer"
1540,Sean Patrick Thomas,1970,,"actor,producer,archive_footage"
1541,Rory Cochrane,1972,,"actor,soundtrack,archive_footage"
1542,Tone Loc,,,actor
1543,Terry Crews,,,miscellaneous
1544,Masasa,,,
1545,Colin Quinn,,,cinematographer
1546,Bo Derek,1956,,"actress,producer,camera_department"
1547,Paul Soter,1969,,"actor,writer,producer"
1548,Frances Bay,1919,2011,"actress,archive_footage"
1549,Robert Prosky,1930,2008,"actor,soundtrack,archive_footage"
1550,James Gandolfini,1961,2013,"actor,producer,soundtrack"
1551,Gemma Chan,1982,,"actress,producer,writer"
1552,Cecilia Cheung,1980,,"actress,soundtrack"
1553,Ciarán Hinds,1953,,"actor,soundtrack"
1554,Tilda Swinton,1960,,"actress,producer,writer"
1555,Paddy Considine,1973,,"actor,writer,director"
1556,Jeffrey Jones,,,"writer,producer,production_manager"
1557,Patricia Wettig,,,
1558,P.J. Soles,1950,,"actress,producer,camera_department"
1559,Gemma Jones,,,music_department
1560,Olympia Dukakis,1931,2021,"actress,producer,archive_footage"
1561,Nancy Dussault,1936,,"actress,soundtrack,archive_footage"
1562,Herbert Lom,1917,2012,"actor,miscellaneous,soundtrack"
1563,Lori Petty,1963,,"actress,writer,producer"
1564,Anton Rodgers,,,
1565,Neil Patrick Harris,1973,,"actor,producer,writer"
1566,Efren Ramirez,,,camera_department
1567,Geraldine Fitzgerald,,,producer
1568,Dabney Coleman,1932,,"actor,miscellaneous,producer"
1569,Catherine O'Hara,,,camera_department
1570,Tim Meadows,,,actor
1571,Wendy Makkena,1958,,"actress,assistant_director"
1572,Michael Richards,,,"writer,director,producer"
1573,Tony Shalhoub,1953,,"actor,producer,director"
1574,Teri Polo,1969,,"actress,archive_footage"
1575,Tiffany Haddish,1979,,"actress,producer,writer"
1576,Melvyn Douglas,1901,1981,"actor,soundtrack,archive_footage"
1577,Tia Carrere,1967,,"actress,soundtrack,producer"
1578,Robert Romanus,,,production_designer
1579,Siu-Lung Leung,1948,,"actor,stunts,assistant_director"
1580,Lisanne Falk,1964,,"actress,producer,archive_footage"
1581,Lisa Eilbacher,1956,,"actress,archive_footage"
1582,Ajay Naidu,,,actor
1583,Simon Callow,1949,,"actor,writer,director"
1584,William Daniels,,,editor
1585,Lee Evans,,,"writer,miscellaneous"
1586,Tiny Lister Jr.,,,
1587,Edward Asner,1929,2021,"actor,producer,miscellaneous"
1588,Michael Palin,1943,,"writer,actor,miscellaneous"
1589,Kenneth Mars,1935,2011,"actor,soundtrack,archive_footage"
1590,Lisa Spoonhauer,,,
1591,Ted Knight,,,director
1592,Carol Kane,,,actress
1593,Don Ameche,1908,1993,"actor,director,soundtrack"
1594,Ellie Kemper,1980,,"actress,producer,soundtrack"
1595,Marty Feldman,,,writer
1596,Cab Calloway,1907,1994,"actor,music_department,director"
1597,Terry Jones,,,transportation_department
1598,Mabel King,1932,1999,"actress,soundtrack,archive_footage"
1599,Karen Allen,,,producer
1600,Slim Pickens,,,
1601,Tiny Sandford,1894,1961,"actor,archive_footage"
1602,Ray Walston,1914,2001,"actor,soundtrack,archive_footage"
1603,Stephen Tobolowsky,1951,,"actor,writer,director"
1604,Roscoe Karns,1891,1970,"actor,writer,soundtrack"
1605,George Raft,1901,1980,"actor,soundtrack,archive_footage"
1606,Robert Stack,,,miscellaneous
1607,Hank Mann,,,"production_designer,producer,miscellaneous"
1608,Eugene Pallette,1889,1954,"actor,soundtrack,archive_footage"
1609,Frank Reicher,1875,1965,"actor,director,miscellaneous"
1610,Bert Lahr,1895,1967,"actor,writer,soundtrack"
1611,Peter Bull,,,"sound_department,editor"
1612,Peter Lorre,,,actor
1613,Diane Baker,,,actress
1614,Omar Sharif,,,miscellaneous
1615,Charles Bronson,,,
1616,Amrish Puri,,,
1617,Zack Norman,,,writer
1618,Sarah Jessica Parker,1965,,"actress,producer,miscellaneous"
1619,Shelley Thompson,1959,,"actress,director,writer"
1620,Alison Doody,1966,,"actress,archive_footage"
1621,Kristine Sutherland,1955,,"actress,archive_footage"
1622,Bob Hoskins,,,
1623,Susan Hogan,,,"actress,soundtrack,archive_footage"
1624,Eric Schweig,1967,,actor
1625,Bradley Pierce,1982,,"actor,producer,miscellaneous"
1626,Stuart Wilson,,,"writer,visual_effects,producer"
1627,Arnold Vosloo,1962,,"actor,producer"
1628,Noah Taylor,,,writer
1629,Richard Harris,,,writer
1630,Sean Bean,,,producer
1631,Michael Carman,,,"actor,writer"
1632,Rafe Spall,1983,,"actor,archive_footage"
1633,Eva Longoria,1975,,"actress,producer,director"
1634,Dean Chaumoo,,,actor
1635,Lucas Grabeel,1984,,"actor,producer,director"
1636,Larisa Oleynik,,,producer
1637,Bianca Santos,,,sound_department
1638,Elias McConnell,,,actor
1639,Jeff Conaway,1950,2011,"actor,writer,producer"
1640,Craig Sheffer,1960,,"actor,producer,director"
1641,Matthew Lillard,1970,,"actor,producer,director"
1642,Noah Fleiss,1984,,"actor,producer,miscellaneous"
1643,Nick Offerman,,,"miscellaneous,art_department,soundtrack"
1644,Dennis Haysbert,1954,,"actor,producer,director"
1645,Laura Dean,,,"writer,actress,producer"
1646,Paul Dooley,,,producer
1647,Josh Charles,,,"sound_department,editorial_department"
1648,Dan Byrd,,,"casting_director,actor,cinematographer"
1649,Michael Kelly,,,"writer,producer"
1650,Barry Miller,,,writer
1651,James Duval,,,actor
1652,Ione Skye Leitch,,,
1653,Kimberly Elise,,,
1654,Paul Gleason,,,stunts
1655,Jessica Campbell,,,sound_department
1656,Joe Pantoliano,1951,,"actor,producer,writer"
1657,Amy Irving,,,"actress,archive_footage"
1658,Brad Renfro,1982,2008,"actor,writer,producer"
1659,Kyra Sedgwick,1965,,"actress,producer,director"
1660,Charles Martin Smith,,,actor
1661,Luke Pegler,,,actor
1662,David Denman,1973,,"actor,soundtrack,archive_footage"
1663,Michael Harney,,,art_department
1664,Loretta Devine,1949,,"actress,producer,soundtrack"
1665,Brian Geraghty,,,camera_department
1666,Grant Piro,,,"actor,miscellaneous"
1667,Philip Baker Hall,1931,2022,"actor,soundtrack,archive_footage"
1668,Kate Nelligan,1950,,"actress,archive_footage"
1669,Phil Buckman,1969,,actor
1670,A.J. Buckley,1977,,"actor,producer,director"
1671,Mekhi Phifer,,,actor
1672,Dana Davis,,,producer
1673,Marton Csokas,1966,,"actor,soundtrack,archive_footage"
1674,Suzan Crowley,,,"actress,miscellaneous,producer"
1675,Stefanie Scott,,,"producer,executive"
1676,Frances Conroy,1953,,"actress,soundtrack,archive_footage"
1677,Eliza Dushku,1980,,"actress,producer,executive"
1678,Giancarlo Giannini,1942,,"actor,miscellaneous,director"
1679,DeRay Davis,,,"actor,writer,producer"
1680,James Norton,,,"writer,miscellaneous"
1681,Cameron Bright,,,animation_department
1682,David Mazouz,2001,,actor
1683,Ona Grauer,1975,,actress
1684,Julianna Guill,1987,,"actress,producer,director"
1685,Rufus Sewell,1967,,"actor,soundtrack,archive_footage"
1686,AnnaLynne McCord,1987,,"actress,director,writer"
1687,Frank C. Turner,,,make_up_department
1688,Lucas Till,1990,,"actor,producer,archive_footage"
1689,Gage Golightly,1993,,"actress,writer"
1690,Ray Wise,,,composer
1691,Steven Bauer,1956,,"actor,producer,soundtrack"
1692,Angus Macfadyen,,,"camera_department,cinematographer"
1693,Ben Gazzara,,,
1694,Kevin Dunn,,,"stunts,actor,special_effects"
1695,Charles Cioffi,1935,,"actor,archive_footage"
1696,Reginald VelJohnson,1952,,"actor,writer,producer"
1697,Peter Marquardt,1964,2014,"actor,producer,archive_footage"
1698,Dolph Lundgren,1957,,"actor,producer,director"
1699,Elizabeth Peña,,,costume_department
1700,Wendy Crewson,1956,,"actress,producer,archive_footage"
1701,Norman Burton,1923,2003,"actor,archive_footage"
1702,N'Bushe Wright,1970,,"actress,archive_footage"
1703,Tcheky Karyo,,,
1704,Mike Genovese,1942,,"actor,archive_footage"
1705,Daniel Pilon,,,"director,cinematographer,producer"
1706,Erika Eleniak,1969,,"actress,archive_footage"
1707,Mary McDonnell,,,"actress,writer,producer"
1708,Don Gordon,,,miscellaneous
1709,Stellan Skarsgard,,,
1710,"George ""Buck"" Flower",,,
1711,Janine Turner,,,miscellaneous
1712,Brian Tyler,,,"miscellaneous,assistant_director"
1713,Jake Busey,1971,,"actor,producer,music_department"
1714,Craig Bierko,1964,,"actor,writer,soundtrack"
1715,Sheila Kelley,,,"actress,writer"
1716,Nigel Hawthorne,1929,2001,"actor,producer,archive_footage"
1717,Dasha Charusha,,,
1718,Françoise Yip,1972,,actress
1719,Richard E. Grant,,,producer
1720,Shirley Eaton,1937,,"actress,stunts,soundtrack"
1721,Ji Dae-han,1969,,actor
1722,Tony Lo Bianco,,,
1723,John Larch,1914,2005,"actor,archive_footage"
1724,Danai Gurira,1978,,"actress,producer,writer"
1725,Catherine McCormack,,,miscellaneous
1726,Wood Harris,1969,,"actor,producer,archive_footage"
1727,Ka Tung Lam,,,
1728,Debra Feuer,1959,,actress
1729,Tyrese Gibson,,,production_manager
1730,Daniel O'Herlihy,,,
1731,Judi Dench,1934,,"actress,music_department,director"
1732,Jon Bernthal,1976,,"actor,producer,archive_footage"
1733,Ahna Capri,1944,2010,"actress,archive_footage"
1734,Vernon Wells,,,producer
1735,David Caruso,,,producer
1736,Paul Winfield,,,actor
1737,Oliver Reed,,,"writer,producer,director"
1738,Joe Morton,,,actor
1739,Chen Chang,,,writer
1740,Elpidia Carrillo,1961,,"actress,producer,director"
1741,Paul Reiser,,,
1742,Hugo Weaving,1960,,"actor,producer,soundtrack"
1743,Robert Patrick,,,location_management
1744,Hugh Keays-Byrne,1947,2020,"actor,director,miscellaneous"
1745,Sean Chapman,,,"writer,miscellaneous"
1746,Estelle Lau,1964,,"producer,actress,miscellaneous"
1747,Brian Cox,,,"special_effects,editorial_department,miscellaneous"
1748,Matt O'Leary,,,visual_effects
1749,Thomas Gill,,,"writer,producer"
1750,Kasi Lemmons,1961,,"actress,director,writer"
1751,Geoffrey Lewis,,,miscellaneous
1752,Barnard Hughes,1915,2006,"actor,archive_footage"
1753,Fabianne Therese,,,"actress,director,writer"
1754,Billy Burke,,,"sound_department,miscellaneous"
1755,A.J. Bowen,,,
1756,Peter Dvorsky,1948,2019,actor
1757,Kim Hae-sook,,,animation_department
1758,Barbara Gordon,,,writer
1759,Sarah Michelle Gellar,1977,,"actress,producer,editorial_department"
1760,Jasmine Jessica Anthony,1996,,actress
1761,Im Soo-jung,,,
1762,Henry Thomas,,,writer
1763,Sedona Legge,,,actress
1764,John Aden Gillett,,,
1765,Greta Gerwig,1983,,"actress,writer,director"
1766,James Bentley,,,sound_department
1767,Michael Gross,,,"writer,miscellaneous,archive_footage"
1768,Mark Fredrichs,,,actor
1769,Mimi Rogers,,,"miscellaneous,actress,costume_department"
1770,William Finley,,,"actor,miscellaneous"
1771,Simone Landers,,,actress
1772,Gregg Henry,1952,,"actor,music_department,producer"
1773,Alan Marshal,1909,1961,"actor,soundtrack,archive_footage"
1774,Dominique Dunne,1959,1982,"actress,soundtrack,archive_footage"
1775,Richard Dysart,,,editor
1776,Ian Watkin,1940,2016,"actor,writer,archive_footage"
1777,Amanda Crew,1986,,"actress,director,writer"
1778,Saskia Mulder,,,
1779,Dacre Montgomery,1994,,"actor,director,producer"
1780,John Woodvine,1929,,"actor,soundtrack,archive_footage"
1781,Cliff Curtis,1968,,"actor,producer,archive_footage"
